"LA CANZONE NOSTRA ⟁ (con BLANCO & Salmo)","MACE","LA CANZONE NOSTRA ⟁ (con BLANCO & Salmo)","chill vibes","Playlist","ITUM72001370","0aQi1JGO1oKWEmKGfvf8TF"
"make you mine (Massimo Pericolo Remix) feat. Snøw, Powfu, Rxseboy","Fudasca","make you mine (Massimo Pericolo Remix) feat. Snøw, Powfu, Rxseboy","chill vibes","Playlist","ITB002000409","0wfuRE5vpm0pBOtnfoDRXW"
"Winston Blue","Olly","Winston Blue","chill vibes","Playlist","TCAFC2041284","60JYJtqenEIrWuQloBecbn"
"Amore di mezzo","JUNIOR CALLY","Amore di mezzo","chill vibes","Playlist","ITB002100090","60fvKEu7b8yK7Cwbmn4BLK"
"Losing Interest","Stract","Losing Interest","chill vibes","Playlist","TCAEI1955689","3krtgxHw6nYqfeLHMNAybX"
"COLPA TUA ⫷⫸ (con VENERUS & GUÈ PEQUENO)","MACE","OBE","chill vibes","Playlist","ITUM72001373","3ILta8SPlsWdOueRYzc5mL"
"DAL TRAMONTO ALL’ALBA ⚭ (con VENERUS & GEMITAIZ)","MACE","OBE","chill vibes","Playlist","ITUM72001374","3fuoMMj6O5JEclolfpmtmp"
"Per chi non ha un posto in questo mondo","Il Tre","ALI","chill vibes","Playlist","ITQ002000604","5ZNDKquKUMX8ROZsHM9h5l"
"PRBLMS","6LACK","FREE 6LACK","chill vibes","Playlist","USUYG1102245","4AtZRwSR8BOTTQg5ihSggt"
"SENZA FIATO ཀརྨ (con VENERUS & JOAN THIELE)","MACE","OBE","chill vibes","Playlist","ITUM72001381","0H5tubrS0IuLTuqvNDQSiU"
"Coltellata (feat. thasup)","Gazzelle","OK","chill vibes","Playlist","ITIWE2000527","6pswDYZetJz39k41bCXNif"
"Caffè","Bresh","ORO BLU","chill vibes","Playlist","ITB002100449","7wJ8nOhAbbqsN5brTk43MB"
"AIRFORCE (feat. Madame)","Massimo Pericolo","SOLO TUTTO","chill vibes","Playlist","ITRWL2000090","4MTlIhliwFJnTfbEoctDyB"
"TUTTI MUOIONO (feat. BLANCO)","Madame","MADAME","chill vibes","Playlist","ITZ042100014","5QcetPeASlo1w8bACsS8ZW"
"DIMMI ORA (feat. Guè Pequeno)","Madame","MADAME","chill vibes","Playlist","ITZ042100007","1bXG3X6C0xiopzlsRdCxda"
"Grattacieli","Il Tre","ALI","chill vibes","Playlist","ITQ002000610","0ExLmiYIIiBUwko9DNPBqU"
"Outro In The Night","Gemitaiz","QVC9 - QUELLO CHE VI CONSIGLIO VOL. 9","chill vibes","Playlist","ITDF42000026","4GipSOvgko6Twojx9zE3QE"
"R.I.P. (feat. Trippie Redd)","Joji","BALLADS 1","chill vibes","Playlist","ZZOPM1800568","4wJ8dJKBAxdDe5cUx8K779"
"CASA NUOVA (feat. Venerus)","Massimo Pericolo","SOLO TUTTO","chill vibes","Playlist","ITRWL2000095","1tjOgR3A8vzYKXpqjkVgec"
"Lieto fine","Franco126","Multisala","chill vibes","Playlist","ITLGE2100027","4Yh3MuIdwVYbFr00TbOaA5"
"Simone","Franco126","Multisala","chill vibes","Playlist","ITLGE2100022","7hDFo4BfNpOcKZrAV2mZaa"
"CANCELLI DI MEZZANOTTE (con CHIELLO)","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100212","3tWjdQHkeqgFQCydN5N241"
"10 RAGAZZE (con ERNIA)","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100209","4rstEjIOddR5CuzzLv2bhS"
"PARADISO VS. INFERNO (INTERLUDE) (con ROSHELLE)","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100207","1hNmQc9kFq67hSxA92ODcE"
"MARE CHE NON SEI (con GAIA)","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100210","3aiuFr7ABrrRo2qJhZ6AEA"
"DIECIMILAVOCI (con ARIETE)","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100205","2u2ZTMuRZx0UG7g7w4J76R"
"Favolacce - Acoustic Version","Nayt","MOOD","chill vibes","Playlist","ITHZX2100003","5Hm6VgbuZIdh3t5U3zR2NR"
"Sabbia","bnkr44","44.DELUXE","chill vibes","Playlist","NLRD52010192","5IIO6RDDEdmSFbik9c6XZM"
"Love Anthem, No. 1","Venerus","Love Anthem","chill vibes","Playlist","ITFR81910023","3oBVv54hTMSYXXJGxO5JxJ"
"Moon","Kanye West","Donda","chill vibes","Playlist","USUM72116291","2Rd4eJ4KwXQQn2sMSToyUM"
"Redbone","Childish Gambino","""Awaken, My Love!""","chill vibes","Playlist","USYAH1600107","0wXuerDYiBnERgIpbb3JBR"
"MALEDETTAMENTE TE","MACHETE","CANTERA MACHETE, VOL. I","chill vibes","Playlist","ITB002100901","7kDpz928r4RMXuTSuRJltJ"
"Phone Numbers","Dominic Fike","Phone Numbers","chill vibes","Playlist","USQX91901664","3f9Mzvd3URfbbIJBX4pz9Z"
"...And to Those I Love, Thanks for Sticking Around","$uicideboy$","Stop Staring At the Shadows","chill vibes","Playlist","QZAPK1900020","30QR0ndUdiiMQMA9g1PGCm"
"Alone Again","The Weeknd","After Hours","chill vibes","Playlist","USUG12000650","6b5P51m8xx2XA6U7sdNZ5E"
"Call Out My Name","The Weeknd","My Dear Melancholy,","chill vibes","Playlist","USUG11800560","09mEdoA6zrmBPgTEN5qXmN"
"Passionfruit","Drake","More Life","chill vibes","Playlist","USCM51700072","5mCPDVBb16L4XQwDdbRUpz"
"HO SPENTO IL CIELO (con TOMMASO PARADISO)","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100202","0O4g4sRSY8SmVu95k5z9mq"
"Blu Celeste","BLANCO","Blu Celeste","chill vibes","Playlist","ITUM72100907","0BeXxjO6mgLDzg4xA6UheO"
"Lucciole","BLANCO","Blu Celeste","chill vibes","Playlist","ITUM72100909","7HmgMA9PqikUtSG4eusHy2"
"3 Nights","Dominic Fike","Don't Forget About Me, Demos","chill vibes","Playlist","USQX91802455","0uI7yAKUf52Cn7y3sYyjiX"
"CANCELLI DI MEZZANOTTE - MTV Unplugged","Rkomi","TAXI DRIVER (MTV Unplugged)","chill vibes","Playlist","ITUM72101016","1cZK7K9ZtpCsE48bOSMz18"
"Violent Crimes","Kanye West","ye","chill vibes","Playlist","USUM71807795","2VYb3Fb5iK5Y8HGZ8oEEkp"
"After Hours","The Weeknd","After Hours","chill vibes","Playlist","USUG12000586","2p8IUWQDrpjuFltbdgLOag"
"Quanto ti vorrei","chiello","Quanto ti vorrei","chill vibes","Playlist","ITDF62177116","1AC9rHDPQC3QoC3iYPeSEI"
"un*cielo*di*stelle","Anzj","Spazjo","chill vibes","Playlist","ITRZE2002104","6gmGyjGWV8CLR6nznXbymD"
"Mare caldo","chiello","OCEANO PARADISO","chill vibes","Playlist","ITDF62177115","4Kjq89QBg5hZ4DB658HyWi"
"Non lasciarmi cadere","chiello","OCEANO PARADISO","chill vibes","Playlist","ITDF62177117","3j6JJZs12M8UBx8b9GZ9T1"
"Ascolta","gIANMARIA","Ascolta","chill vibes","Playlist","ITOL61900090","2tX4EAq6MsQcncVfrNE1EP"
"La mia noia","Nayt","La mia noia","chill vibes","Playlist","ITHZX2100008","6WiOjINB7nlI0Ls0GUPRMX"
"Bottiglie Privè","Sfera Ebbasta","Bottiglie Privè","chill vibes","Playlist","ITUM72001137","3E2KP5AWn6Wx0NcPstzKeo"
"Tutto il resto è noi","Nayt","MOOD","chill vibes","Playlist","ITHZX2100001","5lSVipVtewS5AsTcM8ZbTD"
"Collane","Nayt","DOOM","chill vibes","Playlist","ITHZX2100010","0uFIQ7Icm9pfGmeni5OBMp"
"No Role Modelz","J. Cole","2014 Forest Hills Drive","chill vibes","Playlist","USQX91402598","62vpWI1CHwFy7tMIcSStl8"
"Doom","Nayt","DOOM","chill vibes","Playlist","ITHZX2100005","6lb1rcBfpEUmoGvbWhBxFL"
"NOI","Marracash","NOI, LORO, GLI ALTRI","chill vibes","Playlist","ITUM72101364","0FvYrmmPglHGBKJ3AtZovH"
"SOPRA LE CANZONI (con DARDUST)","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100208","4ROnDd2DPnce7w44tt6YVO"
"Quella foto di noi due","Emis Killa","Supereroe","chill vibes","Playlist","ITB261800430","10hc6GvyWhe2E48PAfQrdD"
"Sorpresa (feat. Nayt)","CanovA","Sorpresa (feat. Nayt)","chill vibes","Playlist","ITB002101274","2JbrFFQEv0HgWZnsXaY4v7"
"Veleno","Guè","GVESVS","chill vibes","Playlist","ITUM72101349","5b5LAmQZx3mKmhL7PQGegi"
"Nessuno (feat. Coez)","Guè","GVESVS","chill vibes","Playlist","ITUM72101347","3ntunhGFy9JVRxG5qXlGSl"
"Is There Someone Else?","The Weeknd","Dawn FM","chill vibes","Playlist","USUG12106692","0mL82sxCRjrs3br407IdJh"
"Here We Go… Again (feat. Tyler, the Creator)","The Weeknd","Dawn FM","chill vibes","Playlist","USUG12106690","1NhjYYcYTRywc0di98xHxf"
"GLI ALTRI (Giorni Stupidi)","Marracash","NOI, LORO, GLI ALTRI","chill vibes","Playlist","ITUM72101452","6LC1d03JaBFQeRmwvcKi9s"
"All The Stars (with SZA)","Kendrick Lamar","Black Panther The Album Music From And Inspired By","chill vibes","Playlist","USUM71713947","3GCdLUSnKSMJhs4Tj6CV3s"
"La Nuova Stella Di Broadway","Cesare Cremonini","La Teoria Dei Colori","chill vibes","Playlist","ITZL91200009","3qtuOAI0YyfoBM1s7Tvm46"
"Catrame (Piano Solo) [feat. Elodie & Tedua]","Lazza","Re Mida (Aurum)","chill vibes","Playlist","ITUM71900981","5tuLtRFgZe0Y7WISDOccYE"
"SUI MURI","PSICOLOGI","SUI MURI","chill vibes","Playlist","ITLGE2100113","5M3SYjElWjKlD3jgONFw4w"
"Giornate vuote (feat. Gemitaiz)","Frenetik&Orang3","Giornate vuote (feat. Gemitaiz)","chill vibes","Playlist","ITFR81810063","1sZX1kdlVK3DbcuJXBnlqY"
"20 Min","Lil Uzi Vert","Luv Is Rage 2 (Deluxe)","chill vibes","Playlist","USAT21704166","0uxSUdBrJy9Un0EYoBowng"
"Ulisse","Bresh","ORO BLU","chill vibes","Playlist","ITB002101415","0ebN689X4Xt43oaHGoeZWZ"
"Tuttok","Nayt","DOOM","chill vibes","Playlist","ITHZX2100011","0WI4Oe17LXAWCekzAEPCWi"
"Alcool & Acqua (feat. PSICOLOGI)","Bresh","ORO BLU","chill vibes","Playlist","ITB002101419","0Zzsd4ZawVM3VOoF7iRs9g"
"Andrea","Bresh","ORO BLU","chill vibes","Playlist","ITB002101416","5Ti7LXn9K5s5WT0y7LgFnG"
"Nei treni la notte","Frah Quintale","Regardez moi","chill vibes","Playlist","ITNTP1700032","6NAbLPUknE9nKxQJeFGFKa"
"Svuotatasche","Bresh","ORO BLU","chill vibes","Playlist","ITB002101420","4cF8xXRteGQypocjEOtdAd"
"TAXI DRIVER","Rkomi","TAXI DRIVER","chill vibes","Playlist","ITUM72100213","1ssCVknJp7Prlt9UvaLg37"
"Silenzio","Gemitaiz","Eclissi","chill vibes","Playlist","ITDF42200008","5Eay94uxOnd2XrnybXoDfm"
"8 miliardi di persone","Frah Quintale","Regardez moi","chill vibes","Playlist","ITNTP1700002","6mA9cV0ti1IICSv3Wb0rSt"
"DAL TRAMONTO ALL’ALBA ⚭ (con VENERUS & GEMITAIZ)","MACE","OBE","chill vibes","Playlist","ITUM72001374","7et2lOGv9pcVtLvio4oa0p"
"CASA","Neima Ezza","CASA","chill vibes","Playlist","ITGGO2100005","4YhH8TVZAe2AUaz2oigGeQ"
"True Love","Kanye West","True Love","chill vibes","Playlist","USQX92202485","06JvOZ39sK8D8SqiqfaxDU"
"Lost in the Fire (feat. The Weeknd)","Gesaffelstein","Hyperion","chill vibes","Playlist","USQX91803314","2vXKRlJBXyOcvZYTdNeckS"
"Out of Time","The Weeknd","Dawn FM","chill vibes","Playlist","USUG12106689","2SLwbpExuoBDZBpjfefCtV"
"Ciao Baby","Gemitaiz","Eclissi","chill vibes","Playlist","ITDF42200003","0tE8LYz08MdcV8UZUa1YVV"
"Glimpse of Us","Joji","Glimpse of Us","chill vibes","Playlist","USWB12201789","6xGruZOHLs39ZbVccQTuPZ"
"Over","Lucky Daye","Candydrip","chill vibes","Playlist","USRC12102179","23CKxEwKWsLs6LD5poGOLM"
"Save Your Tears","The Weeknd","After Hours","chill vibes","Playlist","USUG12000658","5QO79kh1waicV47BqGRL3g"
"When I Was Your Man","Bruno Mars","Unorthodox Jukebox","chill vibes","Playlist","USAT21206701","0nJW01T7XtvILxQgC5J7Wh"
"Mr. Rager","Kid Cudi","Man On The Moon II: The Legend Of Mr. Rager","chill vibes","Playlist","USUM71025042","393MDhe62s8hbH8ETrlxe5"
"Il meglio di te","Bresh","Il meglio di te","chill vibes","Playlist","ITB002200581","2eTXrwuncNqUOAxw2YJ8lv"
"GONE, GONE / THANK YOU","Tyler, The Creator","IGOR","chill vibes","Playlist","USQX91901118","1hz7SRTGUNAtIQ46qiNv2p"
"love.","Kid Cudi","The Boy Who Flew To The Moon (Vol. 1)","chill vibes","Playlist","USUM72212692","5XFoaqV1Z8XaLJidchVWhh"
"Less Than Zero","The Weeknd","Dawn FM","chill vibes","Playlist","USUG12106698","2D4dV2KXDTszzJ3p3cFqhA"
"See You Again (feat. Kali Uchis)","Tyler, The Creator","Flower Boy","chill vibes","Playlist","USQX91701275","7KA4W4McWYRpgf0fWsJZWB"
"Come Stai (feat. Izi)","Bresh","ORO BLU","chill vibes","Playlist","ITB002101418","2S9ST4PsqOyvUj0YvfmxXl"
"Se Rinasco (feat. Massimo Pericolo & Crookers)","Bresh","ORO BLU","chill vibes","Playlist","ITB002101423","7FjBYxeIKPSJ4urbawvnUO"
"Moth To A Flame (with The Weeknd)","Swedish House Mafia","Moth To A Flame","chill vibes","Playlist","USUG12105524","2gpWyfu7eZ01zzncHpxOtA"
"16","Baby Keem","The Melodic Blue","chill vibes","Playlist","USSM12106871","1Is8hGpkGMiePASAxBluxM"
"I Was Never There","The Weeknd","My Dear Melancholy,","chill vibes","Playlist","USUG11800570","1cKHdTo9u0ZymJdPGSh6nq"
"Excitement (feat. PARTYNEXTDOOR)","Trippie Redd","Pegasus","chill vibes","Playlist","QZJ842000262","7FullO2NDkyvxLuxYVKINa"
"cas!no nella m!a testa (feat. Salmo)","thasup","c@ra++ere s?ec!@le","chill vibes","Playlist","ITB002200625","18lJsd5w1ckiC8sebawPJA"
"Non Ho Eroi","Bresh","Che io ci aiuti","chill vibes","Playlist","ITB002000424","6DjMUbBL4Bqg32cq6FmwyA"
"The Color Violet","Tory Lanez","Alone At Prom","chill vibes","Playlist","QZTGW2100275","3azJifCSqg9fRij2yKIbWz"
"Lavender Sunflower","Tory Lanez","Alone At Prom","chill vibes","Playlist","QZTGW2100276","1au2UduxcvHfa0fZS3Szci"
"Da zero","Nayt","DOOM","chill vibes","Playlist","ITHZX2100015","0aFUAecJBaYgJHSu0uBf7a"
"Pink + White","Frank Ocean","Blonde","chill vibes","Playlist","QZ5C81600003","3xKsf9qdS1CyvXSMEid6g8"
"SKELETONS","Travis Scott","ASTROWORLD","chill vibes","Playlist","USSM11806664","6NMtzpDQBTOfJwMzgMX0zl"
"BEST INTEREST","Tyler, The Creator","BEST INTEREST","chill vibes","Playlist","USQX92000078","3jHdKaLCkuNEkWcLVmQPCX"
"Chamber Of Reflection","Mac DeMarco","Salad Days","chill vibes","Playlist","QMMZN1300568","7H7NyZ3G075GqPx2evsfeb"
"PIOVE (Concertos)","Lazza","SIRIO (Concertos)","chill vibes","Playlist","ITUM72201911","4rqFWEYlbjNs7QNHSPbdcr"
"PANICO (Concertos)","Lazza","SIRIO (Concertos)","chill vibes","Playlist","ITUM72201916","2cKR85Z4MjghoBv8Oj5NaM"
"ALIBI (Concertos)","Lazza","SIRIO (Concertos)","chill vibes","Playlist","ITUM72201909","1ZzmgCZFdn5QPedBLmhDFk"
"Creepin' (with The Weeknd & 21 Savage)","Metro Boomin","HEROES & VILLAINS","chill vibes","Playlist","USUG12208791","2dHHgzDwk4BJdRwy9uXhTO"
"CHIAGNE (feat. Lazza & Takagi & Ketra)","Geolier","CHIAGNE (feat. Lazza & Takagi & Ketra)","chill vibes","Playlist","ITB002200834","36EFgeHW1tOUyMAhZ6cjfD"
"SENZA RUMORE (Concertos)","Lazza","SIRIO (Concertos)","chill vibes","Playlist","ITUM72201912","5shJNBo1wCEqNJ2uN6SySz"
"PARA' - feat. Tedua","Bresh","CHE IO MI AIUTI","chill vibes","Playlist","ITB002000046","4dTZAG78TpWGifu1kMefaF"
"Party With A Jagaban","Midas the Jagaban","Party With A Jagaban","chill vibes","Playlist","GB2DY2000549","5BkBcXJ0rDRlnzh3tmknxI"
"NESSUNO (Concertos)","Lazza","SIRIO (Concertos)","chill vibes","Playlist","ITUM72201913","1pnxBefKcBgHjUc8kWWWqr"
"Guasto D'Amore","Bresh","Guasto D'Amore","chill vibes","Playlist","ITB002300119","4CQNELF3U3gyNcI6sLr6yK"
"Need U 2Nite (feat. Massimo Pericolo)","Guè","Madreperla","chill vibes","Playlist","ITUM72201969","4cfwlJOM85bCQ8drN9iY1r"
"Drugs N Hella Melodies (feat. Kali Uchis)","Don Toliver","Life of a DON","chill vibes","Playlist","USAT22102642","0IX5OFffosy8wk16m1IFCa"
"Swimming Pools (Drank)","Kendrick Lamar","Swimming Pools (Drank)","chill vibes","Playlist","USUM71207642","6REbwUNlppTfcnV4d4ZoZi"
"USCITO DI GALERA (Concertos)","Lazza","SIRIO (Concertos)","chill vibes","Playlist","ITUM72201914","49Ra6jDxTekzaLA8eeIfQk"
"Cattiva","NASKA","Cattiva","chill vibes","Playlist","ITNIE2200021","0Pb8FIL8fecpxJCVgSxdWL"
"Die For You","Joji","SMITHEREENS","chill vibes","Playlist","USWB12203732","26hOm7dTtBi0TdpDGl141t"
"EARFQUAKE","Tyler, The Creator","IGOR","chill vibes","Playlist","USQX91901111","5hVghJ4KaYES3BFUATCYn0"
"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","Tyler, The Creator","CALL ME IF YOU GET LOST","chill vibes","Playlist","USQX92102132","5B0kgjHULYJhAQkK5XsMoC"
"Die For You - Remix","The Weeknd","Die For You (Remix)","chill vibes","Playlist","USUG12301287","7oDd86yk8itslrA9HRP2ki"
"SORRY NOT SORRY","Tyler, The Creator","CALL ME IF YOU GET LOST: The Estate Sale","chill vibes","Playlist","USQX92301939","410ZZP746AQeiywhKvXWCo"
"Rick Owens (feat. Drast)","Diss Gacha","Rick Owens (feat. Drast)","chill vibes","Playlist","ITUD52200089","4Znj6S7JGcu4QbCyrs1GBL"
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","Kali Uchis","Isolation","chill vibes","Playlist","GBUM71706492","1otG6j1WHNvl9WgXLWkHTo"
"Altamente Mia","Bresh","Altamente Mia","chill vibes","Playlist","ITB002300772","0hReXAWKqGzHBYnw0S1CXu"
"Cultura Italiana","Diss Gacha","Cultura","chill vibes","Playlist","ITUD52300016","7qUmM1hAuSoohg9z9oG0m2"
"provare qualcosa","Nayt","provare qualcosa","chill vibes","Playlist","ITHZX2300009","3RdqBNS8fDuQQ4nX9Id8hr"
"guerra dentro","Nayt","HABITAT","chill vibes","Playlist","ITHZX2300002","7DrgxfpXcFvoStMoqw9n31"
"Flashing Lights","Kanye West","Graduation","chill vibes","Playlist","USUM70749095","5TRPicyLGbAF2LGBFbHGvO"
"FRAGILE","Nayt","HABITAT","chill vibes","Playlist","ITHZX2300001","3viY8a90sk4tcalpfsBb3V"
"MY EYES","Travis Scott","UTOPIA","chill vibes","Playlist","USSM12305007","4kjI1gwQZRKNDkw1nI475M"
"Niente Canzoni D'Amore - Inedito","Marracash","Status (Inediti, Rarità & Live)","chill vibes","Playlist","ITUM71600010","7uu3YZytpYW15VIfa7ynJk"
"RABBIA DISTILLATA","Bresh","CHE IO MI AIUTI","chill vibes","Playlist","ITB002000045","3em916bP0hSXqbfWpYWP9g"
"TELEKINESIS (feat. SZA & Future)","Travis Scott","UTOPIA","chill vibes","Playlist","USSM12305019","1i9lZvlaDdWDPyXEE95aiq"
"drive ME crazy!","Lil Yachty","Let’s Start Here.","chill vibes","Playlist","USUG12207176","6luBKkFUt5wTwz7hpLhp12"
"ten","Fred again..","ten","chill vibes","Playlist","GBAHS2301151","5QOBT97OmYCZo1W5u7tRrB"
"adore u","Fred again..","adore u","chill vibes","Playlist","GBAHS2300908","3YgtkOxZsTuaZdL8McA1FQ"
"15 Piani","Sfera Ebbasta","X2VR","chill vibes","Playlist","ITUM72301339","05wb6MEyJeG2z1MVCIXxC8"
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd","The Idol Episode 4 (Music from the HBO Original Series)","chill vibes","Playlist","USUG12303881","7CyPwkp0oE8Ro9Dd5CUDjW"
"Ballon d'Or (feat. Nayt)","Gemitaiz","QVC 10 - Quello Che Vi Consiglio Vol. 10","chill vibes","Playlist","ITDF42300011","5aVUDn1F4x26UkHFVgWsiE"
"Trance (with Travis Scott & Young Thug)","Metro Boomin","HEROES & VILLAINS","chill vibes","Playlist","USUG12208787","5wG3HvLhF6Y5KTGlK0IW3J"
"Habitué - Italian Remix","Dosseh","Habitué (Italian Remix)","chill vibes","Playlist","FRUM71900213","3z50RSsxr4gvmTu8MXmoKv"
"Nato Per Questo (feat. Marracash)","Club Dogo","Club Dogo","chill vibes","Playlist","ITUM72301496","2orGI5VXRF4uplYVuvdRyU"
"Babydoll","Dominic Fike","Don't Forget About Me, Demos","chill vibes","Playlist","USQX91802457","7yNf9YjeO5JXUE3JEBgnYc"
"Popular (with Playboi Carti & Madonna)","The Weeknd","Popular","chill vibes","Playlist","USUG12303876","1L8ObNUDCh7k6GwDIbfx9Q"
"You (feat. Travis Scott)","Don Toliver","Life of a DON","chill vibes","Playlist","USAT22106119","4qS2KPWvsQzLvRa9oCHw41"
"Spigoli","Carl Brave","Spigoli","chill vibes","Playlist","ITUM72000490","1XQvMjA9IiIx1lAiTHSxQi"
